ProblemType:	CARP
NumberNodes:	502
NumberEdges:	741
DepotNodeNumber:	0
NumberOfFractions:	1
NumberOfIntervalsForFraction	Paper	1	14
GRAPH
EdgeNumber	EdgeId	StartNodeNumber	EndNodeNumber	Cost	Demand_0	Bins_0
START
0	0	0	1	41	0	0
1	25	4	5	221	0	0
2	38	10	11	215	459	9
3	39	11	12	484	1185	35
4	48	13	14	79	0	0
5	59	17	18	107	0	0
6	66	21	16	90	0	0
7	67	22	23	226	0	0
8	68	19	24	84	204	1
9	74	23	21	111	0	0
10	75	20	22	213	0	0
11	76	18	15	45	0	0
12	91	28	29	121	153	3
13	95	32	33	6	0	0
14	100	34	35	284	0	0
15	105	30	36	24	0	0
16	109	38	39	108	0	0
17	110	40	38	145	0	0
18	111	41	42	71	102	2
19	112	41	43	98	153	3
20	113	43	44	88	204	4
21	114	45	41	67	0	0
22	115	46	44	257	867	17
23	116	47	48	97	0	0
24	117	49	47	96	0	0
25	121	53	52	28	0	0
26	122	54	53	93	0	0
27	123	55	56	122	0	0
28	124	57	56	107	0	0
29	125	58	59	111	153	3
30	126	59	60	91	51	1
31	128	59	61	74	102	2
32	129	61	62	85	102	2
33	132	63	64	182	612	12
34	133	63	65	22	0	0
35	134	66	67	26	0	0
36	135	68	69	40	0	0
37	136	70	66	97	51	1
38	137	67	68	102	204	4
39	138	71	72	228	714	14
40	139	73	74	197	0	0
41	142	34	76	11	0	0
42	143	77	78	133	0	0
43	148	80	81	72	0	0
44	149	82	83	16	0	0
45	150	84	85	47	0	0
46	151	79	86	93	0	0
47	153	76	88	92	0	0
48	154	81	89	88	0	0
49	155	85	83	56	0	0
50	156	80	90	9	0	0
51	157	88	87	81	0	0
52	158	91	77	143	0	0
53	159	91	75	34	0	0
54	160	84	86	16	0	0
55	161	82	90	53	0	0
56	162	89	34	65	0	0
57	164	93	94	91	0	0
58	170	94	95	101	0	0
59	172	96	95	144	204	1
60	173	97	98	83	0	0
61	174	76	13	154	153	3
62	175	14	99	118	0	0
63	176	99	28	71	51	1
64	177	98	96	57	0	0
65	178	100	97	204	0	0
66	179	28	100	139	0	0
67	188	103	104	17	0	0
68	189	105	101	77	0	0
69	190	106	107	125	0	0
70	191	106	103	21	0	0
71	192	101	103	60	0	0
72	194	108	109	175	816	16
73	195	110	111	37	51	1
74	196	112	113	176	663	13
75	197	113	72	157	561	11
76	198	114	115	69	153	3
77	200	116	117	10	0	0
78	203	118	119	84	0	0
79	204	120	121	96	306	6
80	206	121	122	26	0	0
81	207	91	123	60	0	0
82	208	123	124	90	0	0
83	211	125	126	112	0	0
84	215	127	128	188	867	17
85	216	129	128	13	0	0
86	217	130	131	112	51	1
87	222	132	133	238	510	10
88	225	134	135	356	895	37
89	230	136	137	180	204	1
90	231	138	139	23	51	1
91	232	140	138	105	255	5
92	233	141	142	213	948	21
93	234	143	144	79	539	11
94	235	145	146	46	306	6
95	236	147	148	213	255	5
96	237	149	150	273	204	1
97	238	151	18	183	0	0
98	245	152	153	131	0	0
99	246	154	155	129	51	1
100	247	12	156	19	51	1
101	248	157	10	57	51	1
102	250	158	159	120	204	4
103	251	160	161	105	0	0
104	254	162	160	117	0	0
105	255	161	105	28	0	0
106	256	163	164	132	51	1
107	257	165	166	32	0	0
108	258	167	168	51	0	0
109	259	167	164	24	0	0
110	262	169	170	76	0	0
111	263	171	163	46	0	0
112	264	168	165	60	0	0
113	265	166	169	70	0	0
114	266	170	172	95	0	0
115	267	90	173	228	0	0
116	268	173	171	116	0	0
117	270	175	176	109	0	0
118	271	177	178	35	204	1
119	273	179	95	505	0	0
120	274	27	40	21	0	0
121	277	45	175	44	0	0
122	278	78	162	92	0	0
123	281	174	177	29	0	0
124	283	181	40	69	0	0
125	284	27	182	55	0	0
126	286	162	54	112	0	0
127	287	178	179	26	0	0
128	291	54	45	59	0	0
129	294	170	183	81	0	0
130	295	183	184	35	51	1
131	299	183	186	59	51	1
132	300	185	170	101	0	0
133	301	186	98	145	0	0
134	304	187	188	59	0	0
135	305	189	190	35	0	0
136	307	188	100	185	0	0
137	308	191	100	88	204	1
138	309	167	190	101	0	0
139	310	192	193	120	306	6
140	311	194	195	109	255	5
141	312	196	197	122	153	3
142	314	198	199	116	561	11
143	316	200	201	226	692	14
144	317	202	200	65	51	1
145	318	203	204	203	1054	35
146	319	204	202	252	816	16
147	320	205	206	254	0	0
148	323	207	208	109	0	0
149	324	209	210	109	0	0
150	326	211	212	76	0	0
151	328	213	214	225	0	0
152	329	181	215	242	0	0
153	335	216	104	261	0	0
154	336	217	216	90	0	0
155	337	104	106	16	0	0
156	338	175	217	110	0	0
157	340	52	160	96	0	0
158	342	218	105	86	0	0
159	347	219	220	96	255	5
160	348	221	222	138	51	1
161	350	223	224	221	612	12
162	351	225	226	427	714	8
163	352	227	228	424	204	1
164	354	123	229	163	306	6
165	355	230	83	221	459	9
166	356	231	80	238	51	1
167	357	232	81	253	51	1
168	358	233	89	271	0	0
169	359	234	88	307	51	1
170	362	235	47	205	0	0
171	363	75	236	148	0	0
172	365	88	237	152	204	1
173	366	238	239	50	255	5
174	367	189	191	81	0	0
175	379	48	240	128	0	0
176	383	234	227	25	0	0
177	384	225	241	46	0	0
178	388	35	227	70	0	0
179	391	223	242	51	0	0
180	392	223	241	14	0	0
181	393	234	225	42	0	0
182	395	233	35	70	0	0
183	396	242	48	136	0	0
184	402	141	243	166	0	0
185	408	244	245	23	0	0
186	409	151	243	202	0	0
187	410	17	151	58	0	0
188	411	246	247	66	0	0
189	414	248	249	77	0	0
190	415	248	244	22	0	0
191	417	247	250	73	0	0
192	418	251	252	81	0	0
