nodes_no:
100
;
Node x-coordinate y-coordinate:
0 425.678513 378.763712 513 1648 1664
1 39.165713 258.140813 517 1628 1672
2 122.091532 492.379050 500 1613 1619
3 94.650724 294.714615 506 1662 1625
4 138.992642 49.332151 511 1707 1613
5 115.820097 88.375746 507 1581 1656
6 467.310238 83.168652 506 1622 1620
7 439.425544 425.119463 520 1656 1702
8 141.482373 394.240223 505 1590 1685
9 467.796375 253.682934 529 1664 1608
10 207.581353 319.803865 465 1522 1523
11 182.552543 160.583856 513 1617 1612
12 499.547412 393.348231 542 1695 1659
13 196.511797 273.780005 519 1645 1693
14 337.457650 150.731924 493 1594 1500
15 212.316653 405.992424 499 1579 1589
16 474.819078 284.241687 486 1517 1454
17 199.994415 306.127397 514 1630 1670
18 15.654608 106.995246 489 1528 1597
19 360.101215 221.128509 540 1821 1797
20 213.289247 252.374224 512 1566 1650
21 159.099724 489.053190 533 1663 1502
22 258.775031 231.951304 503 1536 1601
23 84.473095 239.306695 508 1684 1625
24 361.777697 397.752252 498 1606 1672
25 92.158716 411.547337 498 1757 1673
26 202.514564 162.285214 506 1641 1626
27 82.186840 314.216760 494 1511 1565
28 150.751802 185.531903 515 1669 1601
29 452.422679 367.972336 498 1640 1679
30 162.464434 39.748232 482 1643 1518
31 72.455558 260.563781 505 1578 1603
32 448.507468 65.010079 505 1646 1751
33 128.354044 246.409554 562 1684 1725
34 5.646523 401.113588 530 1632 1712
35 459.376654 243.429424 536 1776 1646
36 410.362925 469.686168 490 1699 1672
37 110.341586 11.031840 515 1748 1744
38 198.974519 164.743007 492 1680 1628
39 80.821449 366.092918 496 1650 1662
40 21.656478 480.422955 514 1718 1696
41 25.545560 344.231980 516 1687 1618
42 215.285635 305.674516 529 1665 1577
43 434.017169 26.567642 488 1650 1640
44 265.679550 276.193193 465 1537 1525
45 368.984290 18.967705 500 1658 1604
46 91.869180 45.306591 526 1619 1661
47 379.436821 194.653152 497 1555 1513
48 323.488283 367.578340 507 1541 1619
49 428.030284 404.976843 546 1742 1745
50 392.145705 292.858231 512 1690 1646
51 309.362951 463.123247 502 1754 1744
52 471.796002 475.397670 517 1684 1618
53 360.310021 230.527269 549 1781 1678
54 462.763463 165.516994 494 1527 1618
55 187.656294 439.328393 533 1762 1599
56 80.422611 162.815473 513 1636 1577
57 114.914753 372.254715 513 1578 1639
58 118.010485 402.227562 476 1685 1481
59 385.376001 14.444160 530 1680 1634
60 193.416030 243.216267 493 1589 1584
61 375.206259 91.595369 537 1742 1714
62 159.331535 385.113723 467 1568 1663
63 347.230516 403.279678 520 1718 1705
64 473.312445 462.262653 473 1491 1636
65 168.633786 228.035302 491 1597 1689
66 32.431885 82.689795 487 1575 1588
67 138.649439 281.121913 544 1772 1846
68 480.657875 416.910100 544 1729 1762
69 200.869189 8.459025 504 1626 1565
70 307.238512 257.673151 509 1600 1560
71 444.447018 321.030642 509 1612 1658
72 189.114189 442.168315 515 1589 1688
73 369.670943 59.543982 522 1671 1656
74 89.888546 256.799763 491 1544 1537
75 26.483093 101.342959 531 1627 1635
76 227.784154 368.282064 515 1710 1665
77 243.745694 133.875993 536 1548 1664
78 355.692812 129.090302 505 1813 1693
79 417.515631 185.218518 547 1754 1785
80 320.815432 444.962296 510 1541 1690
81 388.077842 424.290822 475 1634 1734
82 33.877248 374.910381 537 1679 1618
83 92.877079 485.068055 526 1673 1715
84 430.509721 76.886936 484 1556 1621
85 159.254356 87.959543 481 1550 1556
86 24.482756 481.686795 493 1704 1669
87 250.599048 318.191645 459 1541 1576
88 489.602901 255.953810 515 1659 1677
89 373.091517 49.121586 522 1622 1657
90 348.371552 80.682290 498 1640 1592
91 355.797766 393.056104 533 1691 1647
92 35.119303 250.122496 514 1662 1748
93 181.367320 240.552717 563 1701 1783
94 367.349522 43.414468 544 1770 1668
95 471.217154 246.704141 528 1770 1797
96 439.482336 379.615632 542 1634 1734
97 389.303825 29.379715 529 1657 1616
98 170.612935 491.603404 524 1616 1622
99 337.008621 103.901008 506 1506 1595
;
edges_no:
174
;
Adjacency_List:
0 24
0 49
0 96
1 31
1 41
1 92
2 21
2 58
2 83
3 27
3 31
3 67
3 74
4 5
4 30
4 37
4 46
4 85
5 28
5 46
5 56
5 66
5 85
6 32
6 54
7 36
7 49
7 64
7 68
8 57
8 58
8 62
9 16
9 35
9 88
9 95
10 17
10 42
10 62
10 76
11 28
11 38
11 85
12 29
12 68
13 17
13 20
13 60
13 67
14 22
14 47
14 77
14 78
15 51
15 55
15 62
15 76
16 71
16 88
17 42
17 67
18 75
19 47
19 53
20 22
20 44
20 60
21 58
21 98
22 26
22 44
22 70
22 77
23 31
23 56
23 74
24 81
24 91
25 39
25 58
25 83
25 86
26 38
26 77
27 39
27 41
28 56
28 65
29 68
29 71
29 96
30 69
30 85
31 74
32 43
32 84
33 65
33 67
33 74
34 40
34 82
35 50
35 53
35 54
35 79
35 95
36 52
36 81
37 46
39 57
39 82
40 86
41 82
42 87
43 97
44 70
44 87
45 59
45 69
45 94
45 97
46 66
47 79
48 50
48 63
48 70
48 76
48 87
48 91
49 81
49 96
50 53
50 70
50 71
50 91
51 80
52 64
53 70
54 79
55 62
55 72
56 75
57 58
59 97
60 93
61 73
61 78
61 84
61 90
63 80
63 91
64 68
65 93
66 75
67 93
68 96
69 90
72 98
73 84
73 89
73 90
76 80
76 87
77 85
77 99
78 99
83 86
84 89
84 97
88 95
89 94
89 97
90 99
94 97
;
no_district:
10
;
subset_edges:
;

